case,cost,type,skin,rarity,wear,ST,price,min_val,max_val,odds,site,update
Mil-Spec ,$0.35,SG 553,Ultraviolet,3,mw ,0,$26.09,99968,99978,0.011% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,SG 553,Ultraviolet,3,mw ,1,$27.92,99990,100000,0.011% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,SG 553,Ultraviolet,3,ft ,0,$24.50,99920,99931,0.012% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,AK-47,Black Laminate,3,bs ,0,$27.50,99979,99989,0.011% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,MP7,Skulls,3,mw ,0,$25.47,99956,99967,0.012% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,AUG,Anodized Navy,3,fn ,0,$25.46,99944,99955,0.012% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,AUG,Wings,3,fn ,0,$25.42,99932,99943,0.012% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,AK-47,Elite Build,3,fn ,1,$23.49,99907,99919,0.013% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,USP-S,Stainless,3,ft ,1,$13.96,99866,99887,0.022% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,USP-S,Stainless,3,ww ,0,$6.80,99570,99615,0.046% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Glock-18,Reactor,3,fn ,0,$10.61,99781,99809,0.029% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Glock-18,Reactor,3,ft ,0,$6.44,99521,99569,0.049% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,P250,Hive,3,fn ,1,$11.02,99838,99865,0.028% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,P250,Hive,3,ft ,0,$4.87,99284,99348,0.065% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,UMP-45,Blaze,3,fn ,0,$15.87,99888,99906,0.019% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,AWP,Capillary,3,fn ,0,$2.67,98354,98476,0.123% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,AWP,Capillary,3,fn ,1,$10.90,99810,99837,0.028% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Tec-9,Isaac,3,fn ,0,$10.36,99751,99780,0.030% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Tec-9,Isaac,3,mw ,0,$3.14,98594,98696,0.103% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Negev,Bratatat,3,fn ,0,$8.73,99616,99651,0.036% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Negev,Bratatat,3,ft ,0,$2.14,98073,98227,0.155% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,MP9,Setting Sun,3,fn ,0,$10.20,99721,99750,0.030% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,R8 Revolver,Memento,3,fn ,1,$8.77,99652,99686,0.035% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,R8 Revolver,Memento,3,ft ,0,$0.82,93916,94362,0.447% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Tec-9,Blue Titanium,3,fn ,1,$9.12,99687,99720,0.034% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Tec-9,Toxic,3,ft ,0,$6.44,99472,99520,0.049% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Galil AR,Rocket Pop,3,mw ,1,$4.38,99140,99212,0.073% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Galil AR,Rocket Pop,3,ft ,1,$1.81,97888,98072,0.185% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,M4A1-S,Blood Tiger,3,ft ,0,$5.31,99412,99471,0.060% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Dual Berettas,Panther,3,mw ,1,$3.98,98979,99059,0.081% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Dual Berettas,Panther,3,bs ,0,$1.18,95408,95703,0.296% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,P90,Elite Build,3,fn ,1,$5.00,99349,99411,0.063% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,MP5-SD,Condition Zero,3,fn ,1,$3.63,98890,98978,0.089% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,MP5-SD,Condition Zero,3,mw ,0,$0.94,94363,94745,0.383% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,USP-S,Torque,3,mw ,1,$2.78,98477,98593,0.117% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,USP-S,Torque,3,ft ,1,$1.72,97692,97887,0.196% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Tec-9,Ossified,3,mw ,0,$4.47,99213,99283,0.071% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Desert Eagle,Corinthian,3,ww ,1,$3.99,99060,99139,0.080% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Tec-9,Cut Out,3,mw ,0,$3.53,98799,98889,0.091% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,P90,Module,3,fn ,1,$3.17,98697,98798,0.102% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,P250,Iron Clad,3,fn ,1,$2.61,98228,98353,0.126% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,MAG-7,Heaven Guard,3,fn ,1,$1.52,96836,97059,0.224% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,MAG-7,Heaven Guard,3,ft ,1,$0.81,93462,93915,0.454% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,G3SG1,Black Sand,3,mw ,0,$0.75,92504,93000,0.497% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,G3SG1,Black Sand,3,ft ,1,$1.09,95084,95407,0.324% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,SSG 08,Necropos,3,ft ,1,$0.62,90147,90771,0.625% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,SSG 08,Necropos,3,bs ,0,$0.63,90772,91383,0.612% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,SSG 08,Necropos,3,bs ,1,$0.58,88804,89482,0.679% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Tec-9,Jambiya,3,fn ,0,$1.62,97483,97691,0.209% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,MAG-7,Cobalt Core,3,fn ,1,$1.61,97272,97482,0.211% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Desert Eagle,Bronze Deco,3,fn ,1,$1.60,97060,97271,0.212% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Galil AR,Tuxedo,3,fn ,0,$1.27,96563,96835,0.273% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Dual Berettas,Balance,3,mw ,0,$1.23,96280,96562,0.283% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,P2000,Imperial,3,mw ,1,$1.21,95992,96279,0.288% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Glock-18,Ironwork,3,mw ,1,$1.21,95704,95991,0.288% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,MP9,Black Sand,3,fn ,1,$1.05,94746,95083,0.338% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Nova,Wood Fired,3,fn ,1,$0.80,93001,93461,0.461% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,FAMAS,Survivor Z,3,ft ,1,$0.71,91973,92503,0.531% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,M4A4,Magnesium,3,ww ,1,$0.65,91384,91972,0.589% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,SG 553,Damascus Steel,3,ft ,0,$0.59,89483,90146,0.664% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,SCAR-20,Outbreak,3,ft ,1,$0.54,88063,88803,0.741% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Sawed-Off,Amber Fade,3,fn ,0,$0.52,87285,88062,0.778% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,MP7,Armor Core,3,mw ,1,$0.50,86460,87284,0.825% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,SCAR-20,Grotto,3,ft ,1,$0.47,85547,86459,0.913% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,MP5-SD,Desert Strike,3,fn ,0,$0.43,84472,85546,1.075% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,P90,Traction,3,ww ,1,$0.41,83224,84471,1.248% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,Glock-18,Clear Polymer,3,ft ,0,$0.21,78680,83223,4.544% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,CZ75-Auto,Circaetus,3,ft ,0,$0.19,71293,78679,7.387% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,FAMAS,Meow 36,3,ft ,0,$0.14,60544,71292,10.749% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,AUG,Triqua,3,ft ,0,$0.12,47919,60543,12.625% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,M4A4,Poly Mag,3,bs ,0,$0.08,17622,33574,15.953% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,MP5-SD,Necro Jr.,3,ww ,0,$0.08,33575,47918,14.344% ,https://skin.club/en/cases/open/milspec,6 days ago
Mil-Spec ,$0.35,MAC-10,Ensnared,3,ft ,0,$0.07,1,17621,17.621% ,https://skin.club/en/cases/open/milspec,6 days ago
Fire and Water Case,$8.00,★ Karambit,Bright Water,7,mw ,0,$794.07,99983,100000,0.018% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,★ M9 Bayonet,Bright Water,7,ft ,0,$628.74,99958,99982,0.025% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,★ Bayonet,Bright Water,7,ft ,0,$367.13,99912,99957,0.046% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,★ Flip Knife,Bright Water,7,fn ,0,$234.69,99837,99911,0.075% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,SSG 08,Blood in the Water,6,fn ,0,$65.08,98111,98401,0.291% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,SSG 08,Blood in the Water,6,mw ,1,$157.24,99614,99727,0.114% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,USP-S,Kill Confirmed,6,mw ,0,$72.12,98402,98659,0.258% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,USP-S,Kill Confirmed,6,ft ,1,$139.84,99485,99613,0.129% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,★ Flip Knife,Scorched,7,ft ,0,$164.91,99728,99836,0.109% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,P2000,Ocean Foam,5,fn ,0,$138.47,99354,99484,0.131% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,AK-47,Fuel Injector,6,ww ,0,$130.13,99214,99353,0.140% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,★ Falchion Knife,Scorched,7,ft ,0,$111.84,99050,99213,0.164% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,★ Gut Knife,Bright Water,7,ft ,0,$109.75,98883,99049,0.167% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,M4A1-S,Dark Water,4,mw ,0,$83.62,98660,98882,0.223% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,AWP,Wildfire,6,ft ,0,$55.96,97769,98110,0.342% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,SSG 08,Dragonfire,6,mw ,0,$13.05,91795,93690,1.896% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,SSG 08,Dragonfire,6,ft ,1,$34.09,96721,97308,0.588% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,M4A4,Hellfire,5,mw ,0,$42.60,97309,97768,0.460% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,M4A1-S,Bright Water,4,mw ,0,$26.85,95951,96720,0.770% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,M4A1-S,Chantico's Fire,6,ft ,0,$25.47,95124,95950,0.827% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,UMP-45,Blaze,3,fn ,0,$15.87,93691,95123,1.433% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,FAMAS,Spitfire,4,ft ,0,$11.64,89352,91794,2.443% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,AK-47,Blue Laminate,4,mw ,0,$10.35,85967,89351,3.385% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,P2000,Fire Elemental,6,ft ,0,$8.66,80540,85966,5.427% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,Glock-18,Water Elemental,5,ft ,0,$4.53,71302,80539,9.238% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,M4A4,Spider Lily,4,ft ,0,$3.99,60106,71301,11.196% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,Tec-9,Re-Entry,4,fn ,1,$3.75,47339,60105,12.767% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,Galil AR,Firefight,4,fn ,0,$2.49,33022,47338,14.317% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,XM1014,Incinegator,5,ft ,0,$1.69,17223,33021,15.799% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Fire and Water Case,$8.00,P90,Chopper,4,mw ,0,$1.04,1,17222,17.222% ,https://skin.club/en/cases/open/fireandwater,6 days ago
Rainbow  Case,$3.50,★ Shadow Daggers,Fade,7,fn ,1,$383.48,99984,100000,0.017% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,Desert Eagle,Cobalt Disruption,5,fn ,0,$88.29,99728,99814,0.087% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,Desert Eagle,Cobalt Disruption,5,fn ,1,$150.44,99935,99983,0.049% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,Desert Eagle,Cobalt Disruption,5,mw ,1,$112.68,99815,99881,0.067% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,AK-47,Neon Rider,6,fn ,0,$139.53,99882,99934,0.053% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,AK-47,Neon Rider,6,mw ,0,$87.20,99640,99727,0.088% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,AK-47,Neon Rider,6,bs ,1,$62.46,99338,99461,0.124% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,AK-47,Point Disarray,5,fn ,1,$86.11,99551,99639,0.089% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,AK-47,Point Disarray,5,mw ,0,$15.66,96607,97138,0.532% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,AK-47,Point Disarray,5,mw ,1,$43.80,98857,99036,0.180% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,AK-47,Neon Revolution,6,fn ,0,$85.96,99462,99550,0.089% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,M4A4,Neo-Noir,6,fn ,0,$30.77,97933,98193,0.261% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,M4A4,Neo-Noir,6,mw ,0,$13.77,95428,96044,0.617% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,M4A4,Neo-Noir,6,ww ,0,$5.34,90099,92148,2.050% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,M4A4,Neo-Noir,6,ww ,1,$12.34,94727,95427,0.701% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,P250,Undertow,5,fn ,0,$52.18,99188,99337,0.150% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,G3SG1,Flux,5,fn ,1,$51.91,99037,99187,0.151% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,Five-SeveN,Hyper Beast,6,mw ,0,$40.14,98660,98856,0.197% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,MAC-10,Fade,3,fn ,0,$35.11,98433,98659,0.227% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,M4A1-S,Decimator,5,ww ,1,$33.49,98194,98432,0.239% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,Nova,Hyper Beast,5,fn ,0,$30.22,97667,97932,0.266% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,M4A1-S,Leaded Glass,5,mw ,1,$14.93,96045,96606,0.562% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,M4A1-S,Leaded Glass,5,ft ,0,$4.01,86885,90098,3.214% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,MAC-10,Amber Fade,3,fn ,0,$15.71,97139,97666,0.528% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,MAC-10,Neon Rider,6,fn ,0,$10.71,93893,94726,0.834% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,MP7,Fade,4,fn ,0,$5.61,92149,93892,1.744% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,SG 553,Pulse,4,ft ,0,$2.86,81720,86884,5.165% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,AUG,Amber Fade,3,mw ,0,$1.40,74078,81719,7.642% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,MAG-7,Heat,4,mw ,0,$1.19,64861,74077,9.217% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,UMP-45,Exposure,4,ft ,1,$1.16,54104,64860,10.757% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,CZ75-Auto,Red Astor,4,mw ,0,$1.00,42007,54103,12.097% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,Glock-18,Moonrise,4,ft ,1,$0.99,28970,42006,13.037% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,AUG,Random Access,4,ft ,0,$0.97,15034,28969,13.936% ,https://skin.club/en/cases/open/rainbow,6 days ago
Rainbow  Case,$3.50,SSG 08,Acid Fade,3,fn ,0,$0.83,1,15033,15.033% ,https://skin.club/en/cases/open/rainbow,6 days ago
Hot  Case,$5.50,★ Huntsman Knife,Tiger Tooth,7,fn ,0,$368.75,99980,100000,0.021% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,AWP,Oni Taiji,6,ww ,0,$176.13,99403,99979,0.577% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,AWP,Wildfire,6,fn ,0,$135.60,98620,99402,0.783% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,M4A4,Hellfire,5,mw ,1,$90.98,97794,98619,0.826% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,M4A1-S,Atomic Alloy,5,mw ,1,$82.54,97001,97793,0.793% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,P2000,Fire Elemental,6,ft ,0,$8.66,95148,95346,0.199% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,P2000,Fire Elemental,6,ft ,1,$45.62,96488,97000,0.513% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,USP-S,Kill Confirmed,6,ww ,0,$36.84,96057,96487,0.431% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,MP9,Rose Iron,4,fn ,1,$14.77,95564,95805,0.242% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,MP9,Rose Iron,4,ft ,0,$6.71,94961,95147,0.187% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,UMP-45,Blaze,3,fn ,0,$15.87,95806,96056,0.251% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,SSG 08,Dragonfire,6,ft ,0,$11.19,95347,95563,0.217% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,CZ75-Auto,Tigris,4,fn ,1,$5.47,92439,94960,2.522% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,CZ75-Auto,Tigris,4,ft ,0,$0.69,57610,74590,16.981% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,M4A4,Spider Lily,4,ft ,0,$3.99,89043,92438,3.396% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,FAMAS,Roll Cage,6,ft ,0,$1.92,82358,89042,6.685% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,M4A4,Evil Daimyo,4,ft ,0,$1.63,74591,82357,7.767% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,M4A1-S,Night Terror,4,ft ,0,$0.48,34024,57609,23.586% ,https://skin.club/en/cases/open/hotcase,6 days ago
Hot  Case,$5.50,Galil AR,Firefight,4,ww ,0,$0.32,1,34023,34.023% ,https://skin.club/en/cases/open/hotcase,6 days ago
Restricted ,$2.00,AK-47,Orbit Mk01,4,fn ,0,$31.55,99694,99735,0.042% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AK-47,Orbit Mk01,4,mw ,1,$46.84,99880,99907,0.028% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Galil AR,Phoenix Blacklight,4,mw ,0,$63.92,99980,100000,0.021% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,M4A1-S,Bright Water,4,mw ,1,$59.90,99958,99979,0.022% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Tec-9,Nuclear Threat,4,ww ,0,$54.57,99934,99957,0.024% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AK-47,Blue Laminate,4,fn ,0,$12.97,98957,99059,0.103% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AK-47,Blue Laminate,4,fn ,1,$40.01,99847,99879,0.033% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Glock-18,Franklin,4,fn ,0,$51.33,99908,99933,0.026% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AK-47,Rat Rod,4,fn ,0,$10.02,97992,98125,0.134% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AK-47,Rat Rod,4,fn ,1,$39.84,99814,99846,0.033% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,MP9,Mount Fuji,4,fn ,1,$33.49,99736,99775,0.040% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,MP9,Mount Fuji,4,ft ,1,$7.82,96623,96794,0.172% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AWP,Atheris,4,fn ,1,$34.75,99776,99813,0.038% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AWP,Atheris,4,ft ,0,$3.13,88415,88849,0.435% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Dual Berettas,Hemoglobin,4,fn ,0,$8.14,96795,96960,0.166% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Dual Berettas,Hemoglobin,4,fn ,1,$24.16,99639,99693,0.055% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P90,Blind Spot,4,fn ,0,$11.11,98382,98502,0.121% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P90,Blind Spot,4,fn ,1,$16.79,99435,99514,0.080% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Five-SeveN,Copper Galaxy,4,fn ,0,$6.60,95462,95666,0.205% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Five-SeveN,Copper Galaxy,4,fn ,1,$20.36,99515,99579,0.065% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AUG,Arctic Wolf,4,fn ,1,$22.43,99580,99638,0.059% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AUG,Arctic Wolf,4,ft ,0,$1.59,73846,74701,0.856% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Tec-9,Avalanche,4,fn ,1,$14.03,99253,99347,0.095% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Tec-9,Avalanche,4,mw ,0,$2.54,84099,84635,0.537% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,M4A4,Evil Daimyo,4,fn ,1,$13.98,99157,99252,0.096% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,M4A4,Evil Daimyo,4,mw ,0,$2.36,82392,82969,0.578% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Desert Eagle,Light Rail,4,fn ,1,$15.38,99348,99434,0.087% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Desert Eagle,Light Rail,4,ft ,0,$0.60,22033,24225,2.193% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,FAMAS,Pulse,4,fn ,1,$13.79,99060,99156,0.097% ,https://skin.club/en/cases/open/restricted,6 days ago
